Brewery Index,Beer Index,Scraping Remarks / Errors,Date of latest review,Expression Name,Producer,Bottler,Country of Origin,Drink Type,Drink Category,Age,ABV,88B Website Review Link,Official Description,Producer Website Link,Photo Link
13,14,,"Mon, 08 Jul 2024 09:52:57 +0000",Flower Fruit Mountain,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Imperial / Double,,8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,15,,"Fri, 01 Sep 2023 11:29:10 +0000",Manuka Stout,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Stout - Other,,6.8% ABV,,"The Manuka Stout Limited Edition (6.8% ABV) is brewed using the old world hop, Fuggle, imparting a mild earthy flavour to the brew. A little bit of espresso is also added to provide a very subtle hint of coffee and to lengthen and intensify the trail of flavours. Finally, our special ingredient – Manuka honey! It is added to ensure a uniform body and to enliven the earthiness of the hop yet not affecting the sweetness.",,https://assets.untappd.com/site/beer_logos_hd/beer-806515_cca27_hd.jpeg
13,16,,"Sun, 21 Jul 2024 07:54:14 +0000",Food Folks Lemongrass Pale Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.2% ABV,,Lightly spiced with serai.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,17,,"Sat, 23 Mar 2019 09:01:36 +0000",The General,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Hard Ginger Beer,,2.5% ABV,,"THE GENERAL (2.9% ABV) is made from a combination of actual old and young ginger, hence the flavours are undeniably ginger spicy and rich. The sweet notes accompanied by the explosions of gingery spice on the tongue makes it good enough to drink on its own, or drunk as an aperitif, or even used as a replacement for ginger beers in a variety of cocktails.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,18,,"Sat, 01 Jun 2024 15:04:58 +0000",Mango Tango,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Session,,4.8% ABV,,Ltd edt brew,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,19,,"Fri, 19 Jul 2024 11:02:03 +0000",Musang King Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Fruit Beer,,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,20,,"Tue, 10 Sep 2019 12:11:43 +0000",God's Gift,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Dark Ale,,5.8% ABV,,"GOD’S GIFT (5.8% ABV) is an dark ale brewed specially, with Dilmah’s Ceylon Spiced Chai for Dilmah Tea in the 2017 The Tea Inspired Awards. The beer was designed to pair specifically with Asian styled dishes. It won a “Special Mention for Best Tea Inspired Drink” and also, “The Overall Winner” for the awards.
The beer boasts an uplifting full bodied Chai with a refreshing and aromatic finish.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,21,,"Thu, 11 Jul 2024 15:35:29 +0000",Small Batch First Impressions Lemongrass Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.8% ABV,,"Citrusy, refreshing with lemongrass flavours. Perfect for spicy foods.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,22,,"Sat, 11 Sep 2021 08:19:19 +0000",XiaoHei,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Black / Cascadian Dark Ale,,5% ABV,,"XIAOHEI (5.2% ABV) is a product of our known expertise in the darker styles and an IPA. Smoother yet lighter than our dark ale, XIAOHEI boasts a myriad of flavours more than a regular sessionable IPA would, nutty yet fruity, it is no wonder that the ale won the BEST IPA in the Great Singapore Brew Off 2017.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,23,,"Sat, 13 Aug 2022 09:22:42 +0000",Better Together V2 NDP Hazy DIPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Imperial / Double New England / Hazy,,6.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,24,,"Thu, 22 Dec 2022 18:06:57 +0000",Dark Cherry Sour,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Sour - Fruited,,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,25,,"Sat, 20 Jul 2024 14:28:48 +0000",Saitaman Yuzu IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - American,,6% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,26,,"Fri, 05 Nov 2021 15:12:42 +0000",Coffee IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Other,,6.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,27,,"Sat, 23 Mar 2024 12:50:40 +0000",Sake Rice Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Japanese Rice,,5.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,28,,"Sat, 24 Jun 2023 11:44:21 +0000",Plantation Avenue,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Other,,4.8% ABV,,Triple hopped IPA,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,29,,"Thu, 07 Oct 2021 13:45:26 +0000",Peach Blossom Spring (桃花源 ),The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Session,,5.5% ABV,,Light peach flavored ale with little bitterness,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,30,,"Sun, 21 Jul 2024 09:14:05 +0000",Small Batch First Impressions Mango Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Other,,4.8% ABV,,"Aroma: Tropical and fruity
Bitterness: Light to moderate
Brewer's notes: Best paired with spicy curries, briyani and tom yum.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,31,,"Mon, 15 Apr 2024 00:48:40 +0000",BLUEBERRY STOUT,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Stout - Other,,5.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,32,,"Thu, 13 Jan 2022 11:21:05 +0000",Ba Xian Tea Lager (mid Autumn Edition),The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,33,,"Fri, 05 Nov 2021 16:01:24 +0000",Take Flight,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - IPL (India Pale Lager),,6% ABV,,"Archipelago Brewery and The 1925 Brewing Co. proudly bring to you our collaborative brew - Take Flight!

Specifically crafted to appeal to the best of your senses, this brew boasts a malt biscuit backbone fused with dried fruit, guava, mango, lychee, and herbal aromas. Golden light bodied, fruity and hoppy with medium bitterness - Take Flight sports the perfect accompaniment to your every evening. Take Flight today!",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,34,,"Wed, 29 Mar 2023 11:53:08 +0000",1925 Vienna Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Vienna,,4.4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,35,,"Sat, 20 May 2023 10:23:03 +0000",Stronger Together,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Imperial / Double,,8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,36,,"Sat, 02 Dec 2023 10:35:19 +0000","Small Monster, Session IPA",The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - American,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,37,,"Sun, 10 Jun 2018 06:22:40 +0000",Special Brew No.2,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - American,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,38,,"Sat, 23 Oct 2021 07:21:11 +0000",Lychee Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Other,,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,39,,"Sat, 11 Sep 2021 10:58:36 +0000",Sour Plum Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Amber / Red,,4.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,40,,"Mon, 10 Jul 2023 09:15:27 +0000",Yellow Van Pale Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Milkshake,,4.6% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,41,,"Fri, 29 Mar 2024 06:46:34 +0000",Hana,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Japanese Rice,,5.5% ABV,,Sake lager. Limited edition. Fruity take on Japanese lager.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,42,,"Wed, 27 Dec 2023 08:15:25 +0000",Cacao Stout,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Stout - Coffee,,5.2% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,43,,"Sat, 01 Sep 2018 11:10:19 +0000",SG50,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,44,,"Sat, 04 Feb 2023 14:09:30 +0000",Dark Chocolate Stout,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Stout - Other,,6.4% ABV,,"Introducing the first ever true blue Singaporean dark chocolate stout. Dark Chocolate Stout, Limited Brew between 1925 Brewing Co. and Aalst Chocolate Singapore. There are only 70 bottles in circulation for 2018.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,45,,"Tue, 11 Apr 2023 12:42:44 +0000",Small Batch First Impressions,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Dark Ale,,5.5% ABV,,"Whisky dark ale, with a smoky and Pratt Ari.a and moderate bitterness. Taste is smoky and Pratt with a robust roast body balanced with caramel.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,46,,"Sun, 18 Nov 2018 11:20:52 +0000",Xiao Hei Sorachi Ace Hop,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Brown Ale - American,,6.3% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,47,,"Sat, 09 Feb 2019 11:53:55 +0000",Jewel of Africa Smoky Porter,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Porter - Other,,5.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,48,,"Thu, 14 Sep 2023 13:52:19 +0000",Wheat Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Wheat Beer - Other,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,49,,"Fri, 26 Apr 2024 12:44:13 +0000",Plantation Avenue Mango Pale Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Other,,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,50,,"Thu, 18 Feb 2021 12:37:49 +0000",Call Spiceman,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Farmhouse Ale - Saison,,5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,51,,"Wed, 11 Feb 2015 10:33:24 +0000",River Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Blonde / Golden Ale - Other,,4% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,52,,"Tue, 27 Nov 2018 02:25:26 +0000",Hustle Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - IPL (India Pale Lager),,5% ABV,,"Specially brewed for WeWork, this lager has a floral aroma with a light body. There are hints of chrysanthemum with a slight dry finish.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,53,,"Mon, 10 Sep 2018 14:51:57 +0000",The 1925 Beerfest IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - American,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,54,,"Sat, 03 Apr 2021 17:23:32 +0000",Good Riddance 2020,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Dark Ale,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,55,,"Wed, 03 Nov 2021 14:31:40 +0000",Winter Melon Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Other,,4.8% ABV,,Collaboration with Beer Basket,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,56,,"Sat, 26 Jun 2021 12:12:41 +0000",Campari Vs Small Monster,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Session,,5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,57,,"Sat, 27 Nov 2021 14:16:22 +0000",Where’s the Monkey,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Other,,5% ABV,,"Together with acclaimed cocktail bar, The Old Man SG, we have created. Where’s the Monkey, a unique beer inspired by the Old Fashioned cocktail. Brewed with ok infused with Smokey Monkey Shoulder, a light citrusy fruitiness greets you before smoothing out with hints of peat, wood, caramel and vanilla. Medium bodied and complex, this very limited edition beer is certainly one to be savoured and appreciated.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,58,,"Thu, 05 Jan 2023 17:54:05 +0000",Pure Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,59,,"Thu, 07 Mar 2024 12:43:19 +0000",Mango IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - American,,5.3% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,60,,"Sat, 05 Jun 2021 01:50:17 +0000",Bootstrap Coffee IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - American,,5.3% ABV,,Collaboration brew between The 1925 Brewing Co. & Bootstrap Coffee (SG).,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,61,,"Tue, 29 Nov 2022 09:33:55 +0000",Tea Lager [Ltd. EDT],The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,5.1% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,62,,"Sat, 30 Dec 2023 04:47:57 +0000",Hoppy Hibiscus IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - New England / Hazy,,6.6% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,63,,"Thu, 19 Oct 2023 10:40:01 +0000",White Rabbit Candy Stout,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Stout - Milk / Sweet,,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,64,,"Sat, 08 Aug 2020 10:00:20 +0000",Oolong Melon Pale Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Spiced / Herbed Beer,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,65,,"Sun, 18 Apr 2021 04:07:34 +0000",Great Expectations 2021,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,66,,"Sat, 10 Jul 2021 15:04:58 +0000",Dancing In the Dark,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Dark Ale,,6% ABV,,Peaty and smokey,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,67,,"Tue, 19 Dec 2023 10:49:22 +0000",Osmanthus Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Other,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,68,,"Wed, 27 Dec 2023 04:49:42 +0000",Golden Days Coffee Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Other,,4.5% ABV,,Craft beer made with Sarnies coffee beans,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,69,,"Mon, 27 May 2024 09:56:32 +0000",Lucky Hibiscus Beer,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Other,,N/A ABV,,"Brewed with hibiscus. Pale ale with tropical fruit notes, crisp and refreshing, balanced with hoppy bitterness. Unique and exotic taste.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,70,,"Mon, 06 Jun 2016 05:45:47 +0000",4PM,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Brown Ale - Other,,7% ABV,,Agave Steam Ale,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,71,,"Sat, 16 Jan 2021 02:36:43 +0000",Black Van,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Dark,,4.9% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,72,,"Wed, 14 Apr 2021 07:05:41 +0000",Durian Ale On Nitro,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Other,,4.8% ABV,,Pale ale with durian,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
